STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/4/2014,8.72,0.65,0,0,51,57,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/5/2014,8.72,1.84,0,0,54,60,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/6/2014,13.87,0.12,0,0,54,56,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/7/2014,9.4,0,0,0,52,60,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/8/2014,6.04,1.27,0,0,50,55,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/9/2014,9.62,0.17,0,0,54,59,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/10/2014,4.92,0.74,0,0,50,54,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/11/2014,5.14,0,0,0,47,58,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/12/2014,4.25,0,0,0,49,61,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/13/2014,5.59,0.02,0,0,50,57,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/14/2014,13.65,0.27,0,0,53,58,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/15/2014,6.71,0.32,0,0,52,62,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/16/2014,8.5,1.09,0,0,49,51,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/17/2014,7.16,0.01,0,0,43,50,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/18/2014,3.58,0,0,0,43,50,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/19/2014,11.41,0.02,0,0,47,52,38
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/20/2014,6.71,0,0,0,42,52,35
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/21/2014,8.5,0,0,0,44,51,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/22/2014,4.03,0,0,0,42,52,34
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/23/2014,7.38,0,0,0,46,55,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/24/2014,4.92,0,0,0,48,66,37
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/25/2014,9.84,0.16,0,0,54,57,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/26/2014,5.37,0.14,0,0,47,52,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/27/2014,6.26,0.01,0,0,47,54,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/28/2014,8.72,0.87,0,0,48,53,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/29/2014,11.41,0.55,0,0,48,53,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/30/2014,11.41,0,0,0,47,52,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/31/2014,8.5,0,0,0,46,60,36
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/1/2014,6.26,0,0,0,50,58,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/2/2014,9.4,0,0,0,49,58,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/3/2014,8.72,0.1,0,0,49,56,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/4/2014,10.51,0,0,0,48,55,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/5/2014,9.62,0.18,0,0,49,53,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/6/2014,5.82,0,0,0,50,57,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/7/2014,5.59,0,0,0,56,70,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/8/2014,9.4,0.18,0,0,57,60,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/9/2014,6.49,0,0,0,50,58,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/10/2014,8.05,0,0,0,50,59,44
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/11/2014,6.26,0,0,0,51,63,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/12/2014,9.84,0,0,0,53,61,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/13/2014,6.93,0,0,0,54,69,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/14/2014,5.82,0,0,0,56,68,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/15/2014,8.95,0.02,0,0,52,58,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/16/2014,10.29,0.43,0,0,50,52,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/17/2014,10.51,0.73,0,0,51,53,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/18/2014,8.5,0,0,0,48,58,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/19/2014,10.51,0.54,0,0,49,53,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/20/2014,6.04,0,0,0,49,60,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/21/2014,5.59,0.2,0,0,53,63,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/22/2014,9.4,0.56,0,0,48,54,41
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/23/2014,11.18,0.35,0,0,47,53,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/24/2014,11.86,0.49,0,0,51,57,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/25/2014,5.14,0,0,0,48,58,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/26/2014,8.72,0.13,0,0,50,59,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/27/2014,12.97,0.27,0,0,47,52,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/28/2014,5.82,0,0,0,48,61,40
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/29/2014,5.14,0,0,0,58,77,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/30/2014,8.72,0,0,0,68,82,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/1/2014,6.71,0,0,0,69,85,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/2/2014,10.51,0,0,0,66,65,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/3/2014,7.61,1.31,0,0,55,59,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/4/2014,9.4,0.63,0,0,52,58,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/5/2014,8.5,0.2,0,0,52,60,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/6/2014,5.82,0,0,0,53,62,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/7/2014,3.8,0,0,0,54,65,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/8/2014,7.61,0.54,0,0,54,57,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/9/2014,12.53,0.08,0,0,52,56,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/10/2014,4.7,0.02,0,0,49,60,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/11/2014,3.8,0,0,0,54,66,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/12/2014,6.04,0,0,0,60,76,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/13/2014,8.5,0,0,0,67,80,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/14/2014,7.38,0,0,0,69,82,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/15/2014,6.71,0,0,0,70,80,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/16/2014,9.17,0,0,0,62,68,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/17/2014,7.16,0,0,0,59,68,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/18/2014,7.16,0,0,0,58,68,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/19/2014,4.92,0,0,0,57,70,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/20/2014,6.04,0,0,0,61,72,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/21/2014,3.8,0,0,0,58,68,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/22/2014,5.59,0,0,0,63,76,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/23/2014,8.95,0.15,0,0,62,68,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/24/2014,5.37,0,0,0,59,65,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/25/2014,3.13,0.22,0,0,57,59,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/26/2014,10.07,0,0,0,56,65,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/27/2014,5.59,0,0,0,58,68,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/28/2014,7.61,0,0,0,57,66,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/29/2014,9.62,0,0,0,56,66,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/30/2014,10.07,0,0,0,58,69,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",5/31/2014,4.92,0,0,0,62,74,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/1/2014,5.14,0,0,0,60,72,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/2/2014,5.37,0,0,0,61,74,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/3/2014,7.16,0,0,0,59,65,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/4/2014,5.82,0,0,0,58,67,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/5/2014,5.37,0,0,0,59,72,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/6/2014,7.16,0,0,0,63,77,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/7/2014,6.93,0,0,0,65,76,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/8/2014,4.7,0,0,0,63,74,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/9/2014,8.05,0,0,0,64,70,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/10/2014,6.49,0,0,0,59,68,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/11/2014,6.04,0,0,0,62,75,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/12/2014,8.95,0.07,0,0,63,71,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/13/2014,11.18,0.25,0,0,56,60,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/14/2014,7.16,0,0,0,57,64,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/15/2014,8.05,0.02,0,0,57,65,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/16/2014,5.37,0.14,0,0,53,64,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/17/2014,6.71,0.05,0,0,56,64,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/18/2014,6.04,0,0,0,57,66,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/19/2014,8.28,0.03,0,0,62,78,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/20/2014,7.61,0.01,0,0,60,68,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/21/2014,8.05,0,0,0,61,72,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/22/2014,6.04,0,0,0,63,77,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/23/2014,5.59,0,0,0,67,77,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/24/2014,5.59,0,0,0,63,76,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/25/2014,5.37,0,0,0,67,79,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/26/2014,9.17,0,0,0,66,70,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/27/2014,10.07,0.07,0,0,62,70,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/28/2014,9.62,0.09,0,0,60,68,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/29/2014,7.16,0,0,0,61,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/30/2014,9.84,0,0,0,63,78,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/1/2014,7.83,0,0,0,72,94,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/2/2014,8.05,0,0,0,73,81,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/3/2014,6.93,0,0,0,65,71,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/4/2014,8.05,0,0,0,64,75,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/5/2014,4.92,0,0,0,64,76,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/6/2014,6.71,0,0,0,69,84,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/7/2014,9.17,0,0,0,71,81,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/8/2014,7.83,0,0,0,72,86,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/9/2014,5.14,0,0,0,70,80,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/10/2014,4.92,0,0,0,67,84,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/11/2014,4.92,0,0,0,73,88,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/12/2014,4.92,0,0,0,76,90,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/13/2014,5.82,0,0,0,75,85,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/14/2014,6.26,0,0,0,69,82,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/15/2014,5.14,0,0,0,68,88,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/16/2014,5.37,0,0,0,74,88,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/17/2014,8.28,0,0,0,68,80,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/18/2014,6.26,0,0,0,63,75,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/19/2014,12.08,0,0,0,67,78,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/20/2014,6.26,0,0,0,63,67,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/21/2014,4.92,0,0,0,62,75,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/22/2014,2.46,0.01,0,0,62,70,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/23/2014,7.38,0.76,0,0,63,66,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/24/2014,10.51,0,0,0,60,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/25/2014,6.04,0,0,0,62,73,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/26/2014,8.05,0,0,0,66,79,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/27/2014,9.17,0,0,0,69,83,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/28/2014,8.28,0,0,0,72,87,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/29/2014,6.26,0,0,0,74,86,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/30/2014,7.61,0,0,0,71,85,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/31/2014,9.17,0,0,0,74,87,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/1/2014,7.38,0,0,0,74,84,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/2/2014,3.8,0.02,0,0,72,85,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/3/2014,5.82,0,0,0,72,89,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/4/2014,5.82,0,0,0,76,91,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/5/2014,6.04,0,0,0,68,77,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/6/2014,4.92,0,0,0,67,79,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/7/2014,5.37,0,0,0,66,78,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/8/2014,6.49,0,0,0,65,78,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/9/2014,9.17,0,0,0,69,81,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/10/2014,7.61,0,0,0,71,87,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/11/2014,5.82,0.02,0,0,77,96,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/12/2014,6.93,0.5,0,0,75,81,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/13/2014,6.04,0.85,0,0,66,74,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/14/2014,1.34,0,0,0,67,70,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/15/2014,3.36,0.04,0,0,66,76,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/16/2014,4.92,0,0,0,67,78,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/17/2014,6.26,0,0,0,69,82,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/18/2014,7.38,0,0,0,71,85,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/19/2014,5.37,0,0,0,72,81,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/20/2014,8.05,0,0,0,65,71,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/21/2014,3.8,0,0,0,61,70,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/22/2014,6.49,0,0,0,64,75,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/23/2014,4.47,0,0,0,67,82,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/24/2014,5.14,0,0,0,66,77,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/25/2014,4.47,0,0,0,69,84,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/26/2014,4.03,0,0,0,73,88,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/27/2014,3.58,0,0,0,74,84,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/28/2014,5.14,0,0,0,67,74,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/29/2014,7.61,0,0,0,65,73,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/30/2014,4.92,0.33,0,0,63,64,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/31/2014,4.25,0.05,0,0,61,70,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/1/2014,5.59,0,0,0,63,74,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/2/2014,9.62,0.12,0,0,65,68,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/3/2014,6.04,0,0,0,60,69,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/4/2014,6.93,0,0,0,62,75,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/5/2014,14.54,0,0,0,67,82,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/6/2014,6.49,0,0,0,71,90,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/7/2014,4.7,0,0,0,70,83,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/8/2014,6.26,0,0,0,64,70,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/9/2014,5.14,0,0,0,62,71,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/10/2014,8.72,0,0,0,62,72,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/11/2014,11.86,0,0,0,64,76,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/12/2014,13.2,0,0,0,65,76,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/13/2014,9.4,0,0,0,67,83,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/14/2014,4.03,0,0,0,68,86,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/15/2014,2.68,0,0,0,70,87,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/16/2014,6.26,0,0,0,67,72,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/17/2014,5.14,0.02,0,0,65,73,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/18/2014,6.93,0.01,0,0,63,67,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/19/2014,6.26,0,0,0,66,75,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/20/2014,9.84,0,0,0,65,76,58
