STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/19/2014,6.71,0.01,0,0,57,71,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/20/2014,7.38,0,0,0,62,74,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/21/2014,6.71,0,0,0,60,73,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/22/2014,4.25,0,0,0,65,83,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/23/2014,5.59,0,0,0,67,71,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/24/2014,5.14,0,0,0,62,69,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/25/2014,4.92,0.06,0,0,61,71,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/26/2014,8.95,0.01,0,0,61,71,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/27/2014,6.04,0.01,0,0,59,68,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/28/2014,5.37,0.12,0,0,57,64,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/29/2014,4.92,0.01,0,0,56,67,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/30/2014,6.93,0,0,0,59,76,49
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/31/2014,6.93,0,0,0,63,77,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/1/2014,5.59,0,0,0,61,74,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/2/2014,6.71,0,0,0,63,77,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/3/2014,4.03,0,0,0,59,68,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/4/2014,5.82,0,0,0,59,73,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/5/2014,6.71,0,0,0,60,76,49
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/6/2014,7.83,0,0,0,63,79,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/7/2014,7.83,0,0,0,64,78,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/8/2014,7.61,0,0,0,65,80,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/9/2014,10.07,0,0,0,65,74,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/10/2014,6.93,0,0,0,61,74,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/11/2014,5.82,0,0,0,63,79,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/12/2014,9.17,0.02,0,0,65,66,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/13/2014,8.28,0.09,0,0,59,65,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/14/2014,6.04,0,0,0,59,67,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/15/2014,7.38,0.22,0,0,58,63,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/16/2014,4.47,0.35,0,0,56,61,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/17/2014,4.25,0.01,0,0,54,60,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/18/2014,2.91,0,0,0,58,71,48
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/19/2014,4.7,0,0,0,64,81,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/20/2014,7.61,0.13,0,0,64,72,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/21/2014,5.59,0,0,0,60,76,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/22/2014,5.37,0,0,0,66,81,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/23/2014,4.92,0,0,0,70,81,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/24/2014,4.7,0,0,0,65,78,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/25/2014,4.25,0.21,0,0,67,78,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/26/2014,4.03,0.57,0,0,65,68,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/27/2014,9.62,0.51,0,0,64,72,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/28/2014,9.4,0.07,0,0,64,72,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/29/2014,4.92,0.15,0,0,64,72,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",6/30/2014,6.49,0,0,0,66,85,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/1/2014,7.83,0,0,0,76,99,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/2/2014,5.82,0,0,0,76,82,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/3/2014,7.16,0,0,0,67,74,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/4/2014,5.82,0,0,0,65,80,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/5/2014,5.14,0,0,0,70,83,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/6/2014,6.93,0,0,0,74,88,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/7/2014,8.72,0,0,0,75,85,64
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/8/2014,8.05,0,0,0,74,88,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/9/2014,8.28,0,0,0,72,84,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/10/2014,6.04,0,0,0,67,86,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/11/2014,4.25,0,0,0,72,88,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/12/2014,6.04,0,0,0,76,93,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/13/2014,5.82,0.01,0,0,72,74,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/14/2014,5.82,0,0,0,69,85,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/15/2014,7.83,0,0,0,72,91,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/16/2014,6.49,0,0,0,76,91,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/17/2014,6.49,0,0,0,71,83,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/18/2014,6.26,0,0,0,67,80,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/19/2014,3.8,0,0,0,70,87,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/20/2014,7.61,0,0,0,70,72,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/21/2014,5.59,0,0,0,65,79,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/22/2014,6.04,0.41,0,0,68,75,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/23/2014,8.95,0.62,0,0,65,68,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/24/2014,9.62,0.01,0,0,63,71,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/25/2014,5.82,0,0,0,63,78,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/26/2014,6.93,0,0,0,68,85,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/27/2014,6.71,0,0,0,71,88,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/28/2014,6.26,0,0,0,76,92,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/29/2014,7.61,0,0,0,76,90,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/30/2014,8.05,0,0,0,73,89,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",7/31/2014,7.61,0,0,0,76,91,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/1/2014,8.5,0,0,0,77,90,66
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/2/2014,6.04,0,0,0,76,87,64
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/3/2014,7.16,0,0,0,73,91,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/4/2014,6.93,0,0,0,78,93,64
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/5/2014,7.16,0,0,0,71,83,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/6/2014,6.93,0,0,0,71,84,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/7/2014,7.61,0,0,0,69,82,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/8/2014,7.16,0,0,0,67,80,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/9/2014,7.61,0,0,0,69,86,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/10/2014,6.26,0,0,0,74,95,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/11/2014,4.92,0,0,0,81,99,69
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/12/2014,5.82,0.01,0,0,78,80,67
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/13/2014,6.04,0,0,0,69,78,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/14/2014,4.92,0,0,0,69,80,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/15/2014,5.82,0,0,0,71,80,64
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/16/2014,6.71,0,0,0,71,85,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/17/2014,6.93,0,0,0,74,88,64
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/18/2014,6.93,0,0,0,74,91,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/19/2014,7.38,0,0,0,76,85,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/20/2014,5.82,0,0,0,68,78,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/21/2014,4.92,0,0,0,65,80,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/22/2014,6.93,0,0,0,69,81,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/23/2014,7.16,0,0,0,70,88,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/24/2014,8.05,0,0,0,71,81,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/25/2014,6.71,0,0,0,71,90,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/26/2014,5.59,0,0,0,77,93,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/27/2014,5.82,0,0,0,77,90,64
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/28/2014,6.04,0,0,0,71,83,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/29/2014,5.14,0,0,0,70,77,63
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/30/2014,7.61,0,0,0,67,73,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",8/31/2014,4.47,0,0,0,65,77,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/1/2014,5.14,0,0,0,67,80,54
